IATA_CODE,ENG_AIRPORT_NAME,KOR_AIRPORT_NAME,ENG_CITY_NAME,KOR_CITY_NAME,KOR_COUNTRY_NAME,ENG_COUNTRY_NAME,VIEW_COUNT
NOC,Ireland West AirportKnock,아일랜드 웨스트 에어포트 노크,Knock,노크,아일랜드,Ireland,0
NOG,Nogales International Airport,노갈레스 국제 공항,Nogales,노갈레스,멕시코,Mexico,0
NOJ,Noyabrsk Airport,노야브르스크 공항,Noyabrsk,노야브리스크,러시아,Russia,0
NON,Nonouti Airport,노노우티 공항,Nonouti,노누티,키리바시,Kiribati,0
NOP,Sinop Airport,시놉 공항,Sinop,시놉,터키,Turkey,0
NOS,Fascene Airport,파신 공항,Nosy Be,노지비,마다가스카르,Madagascar,0
NOU,La Tontouta International Airport,라 톤투타 국제공항,Noumea,누메아,뉴칼레도니아,New Caledonia,0
NOV,Albano Machado Airport,알바노 마차도 공항,Huambo,휴보,앙골라,Angola,0
NOZ,Spichenkovo Airport,스피첸코보 공항,Novokuznetsk,노보쿠즈네츠크,러시아,Russia,0
NPA,NAS Pensacola ,해군항공기지 펜사콜라,Pensacola,펜사콜라,미국,United States,0
NPE,Hawke's Bay Airport,혹스베이 공항,Napier,네이피어,뉴질랜드,New Zealand,0
NPL,New Plymouth Airport,뉴 플리머스 공항,New Plymouth,뉴플리머스,뉴질랜드,New Zealand,0
NPT,Newport State Airport,뉴포트 스테이트 공항,Newport,뉴포트,미국,United States,0
NPY,Mpanda Airport,음판다 공항,Mpanda,음판다,탄자니아,Tanzania,0
NQN,Presidente Peron International Airport,프레지덴테 페론 국제 공항,Neuquen,네우켄,아르헨티나,Argentina,0
NQU,Reyes Murillo Airport,레예스 무리요 공항,NuquI,누퀴,콜롬비아,Colombia,0
NQY,Newquay Airport,뉴키 공항,Newquay,뉴키,영국,United Kingdom,0
NQZ,Nursultan Nazarbayev International Airport,누르술탄 나자르바예프 국제공항,Astana,아스타나,카자흐스탄,Kazakhstan,0
NRA,Narrandera Airport,나란데라 공항,Narrandera,나란데라,오스트레일리아,Australia,0
NRD,Norderney Airfield,노르데니 비행장,Norderney,노르더나이,독일,Germany,0
NRE,Namrole Airport,남롤 공항,NamroleBuru,남롤레부루,인도네시아,Indonesia,0
NRK,Norrkping Airport,노르셰핑 공항,Norrkping,노르핑,스웨덴,Sweden,0
NRL,North Ronaldsay Airport,노스 로날드세이 공항,North Ronaldsay,노스 로날드세이,영국,United Kingdom,0
NRN,Weeze Airport,위즈 공항,Weeze,위즈,독일,Germany,0
NRR,Jose Aponte de la Torre Airport,호세 아폰테 데 라 토레 공항,Ceiba,세이바,푸에르토리코,Puerto Rico,0
NRT,Narita International Airport,나리타 국제공항,Tokyo,도쿄,일본,Japan,0
NSB,North Seaplane Base,북쪽 수상비행기 기지,Bimini,비미니,바하마,Bahamas,0
NSH,Noshahr Airport,노샤르 공항,Nowshahr,나우샤르,이란,Iran,0
NSI,Yaounde Nsimalen International Airport,야운데 은시말렌 국제공항,Yaounde,야운데,카메룬,Cameroon,0
NSK,Alykel Airport,알리켈 공항,Norilsk,노릴스크,러시아,Russia,0
NSN,Nelson Airport,넬슨 공항,Nelson,넬슨,뉴질랜드,New Zealand,0
NST,Nakhon Si Thammarat Airport,나콘시탐마랏 공항,Nakhon Si Thammarat,나콘시탐마랏,태국,Thailand,0
NSY,Naval Air Station Sigonella,해군 비행장 시고넬라,Catania,카타니아,이탈리아,Italy,0
NTB,Notodden Airport Tuven,노토덴 공항,Notodden,노토덴,노르웨이,Norway,0
NTE,Nantes Atlantique Airport,낭트 아틀란티크 공항,Nantes,낭트,프랑스,France,0
NTG,Nantong Xingdong Airport,난퉁 싱둥 공항,Nantong,난퉁,중국,China,0
NTL,Newcastle Airport,뉴캐슬 공항,Newcastle,뉴캐슬,오스트레일리아,Australia,0
NTN,Normanton Airport,노먼턴 공항,Normanton,노만튼,오스트레일리아,Australia,0
NTQ,Noto Airport,노토 공항,Wajima,와지마,일본,Japan,0
NTR,Del Norte International Airport,델 노르테 국제공항,Monterrey,몬테레이,멕시코,Mexico,0
NTT,Niuatoputapu Airport,니우아토푸타푸 공항,Niuatoputapu,니우아토푸타푸,통가,Tonga,0
NTX,Ranai Airport,라나이 공항,Natuna Islands,나투나 제도,인도네시아,Indonesia,0
NTY,Pilanesberg International Airport,필라네스버그 국제 공항,Sun City,선시티,남아프리카,South Africa,0
NUA,Gregory Lake Seaplane Base,그레고리 호수 수상비행기 기지,Nuwara Eliya,누와라 엘리야,스리랑카,Sri Lanka,0
NUE,Nuremberg Airport,뉘른베르크 공항,Nuremberg,뉘른베르크,독일,Germany,0
NUF,Castlereigh Reservoir Seaplane Base,캐슬레이 저수지 수상비행기 기지,Hatton,해튼,스리랑카,Sri Lanka,0
NUI,Nuiqsut Airport,누이크수트 공항,Nuiqsut,누이크수트,미국,United States,0
NUK,Nukutavake Airport,누쿠타바케 공항,Nukutavake,누쿠타바케,프랑스령 폴리네시아,French Polynesia,0
NUL,Nulato Airport,눌라토 공항,Nulato,누라토,미국,United States,0
NUM,Neom Bay Airport,네옴 베이 공항,NeomBay,네옴베이,사우디아라비아,Saudi Arabia,0
NUP,Nunapitchuk Airport,누나피추크 공항,Nunapitchuk,누나피추크,미국,United States,0
NUS,Norsup Airport,노르섭 공항,Norsup,노르섭,바누아투,Vanuatu,0
NUU,Nakuru Airport,나쿠루 공항,Nakuru,나쿠루,케냐,Kenya,0
NUX,Novy Urengoy Airport,노비 우렝고이 공항,Novy Urengoy,노비 우렌고이,러시아,Russia,0
NVA,Benito Salas Airport,베니토 살라스 공항,Neiva,네이바,콜롬비아,Colombia,0
NVI,Navoiy International Airport,나보이 국제공항,Navoiy,나보이,우즈베키스탄,Uzbekistan,0
NVK,Narvik Airport Framnes,나르비크 공항 프람네스,Narvik,나르비크,노르웨이,Norway,0
NVT,Navegantes Ministro Victor Konder International Airport,나베간테스 미니스트로 빅토르 콘데르 국제공항,Navegantes,나베간테스,브라질,Brazil,0
NWA,Moheli Bandar Es Eslam Airport,모헬리 반다르에스에스에스슬람 공항,Moheli,모헬리,코모로,Comoros,0
NWI,Norwich International Airport,노리치 국제 공항,Norwich,노리치,영국,United Kingdom,0
NYA,Nyagan Airport,냐간 공항,Nyagan,냐간,러시아,Russia,0
NYI,Sunyani Airport,쑤냐니 공항,Sunyani,수냐니,가나,Ghana,0
NYK,Nanyuki Airport,난유키 공항,Nanyuki,난유키,케냐,Kenya,0
NYM,Nadym Airport,나딤 공항,Nadym,나딤,러시아,Russia,0
NYO,Stockholm Skavsta Airport,스톡홀름 스카브스타 공항,Skavsta,스카브스타,스웨덴,Sweden,0
NYR,Nyurba Airport,뉘르바 공항,Nyurba,뉴르바,러시아,Russia,0
NYT,Naypyidaw Airport,네피도 공항,Naypyidaw,네피도,미얀마,Myanmar,0
NYU,Nyaung U Airport,낭우 공항,Bagan/Nyaung,바간/냐웅,미얀마,Myanmar,0
NYW,Monywa Airport,모니와 공항,Monywa,모니와,미얀마,Myanmar,0
NZH,Manzhouli Xijiao Airport,만주리 시자오 공항,Manzhouli,만저우리,중국,China,0
NZL,Zhalantun Chengjisihan Airport,잘란툰 청지시한 공항,Zhalantun,잘란툰,중국,China,0
OAG,Orange Airport,오렌지 공항,Orange,주황색,오스트레일리아,Australia,0
OAI,Bagram Airfield,바그람 비행장,Bagram,바그람,아프가니스탄,Afghanistan,0
OAJ,Albert J. Ellis Airport,앨버트 J. 엘리스 공항,Jacksonville,잭슨빌,미국,United States,0
OAK,Oakland International Airport,오클랜드 국제 공항,Oakland,오클랜드,미국,United States,0
OAL,Capital do Cafe Airport,캐피탈 두 카페 공항,Cacoal,카콜,브라질,Brazil,0
OAX,Xoxocotlan International Airport,소소코틀란 국제공항,Oaxaca,오악사카,멕시코,Mexico,0
OBF,Oberpfaffenhofen Airport,오베르파펜호펜 공항,Oberpfaffenhofen,오버파펜호펜,독일,Germany,0
OBN,Oban Airport,오반 공항,Oban,오반,영국,United Kingdom,0
OBO,Tokachi Obihiro Airport,도카치 오비히로 공항,Obihiro,오비히로,일본,Japan,0
OBU,Kobuk Airport,고북공항,Kobuk,코북,미국,United States,0
OBX,Obo Airport,오보 공항,Obo,오보,파푸아뉴기니,Papua New Guinea,0
OCA,Ocean Reef Club Airport,오션 리프 클럽 공항,Key Largo,키 라고,미국,United States,0
OCC,Francisco de Orellana Airport,프란시스코 데 오렐라나 공항,Coca,코카,에콰도르,Ecuador,0
OCF,Ocala International Airport,오칼라 국제공항,Ocala,오칼라,미국,United States,0
OCJ,Ian Fleming International Airport,이안 플레밍 국제 공항,Ocho Rios,오초 리오스,자메이카,Jamaica,0
OCM,Boolgeeda Airport,불지다 공항,Boolgeeda,불기다,오스트레일리아,Australia,0
ODB,Cordoba Airport,코르도바 공항,Cordoba,코르도바,스페인,Spain,0
ODE,Hans Christian Andersen Airport,한스 크리스티안 안데르센 공항,Odense,오덴세,덴마크,Denmark,0
ODN,Long Seridan Airport,롱세리단 공항,Long Seridan,롱세리단,말레이시아,Malaysia,0
ODO,Bodaybo Airport,보다이보 공항,Bodaybo,보다이보,러시아,Russia,0
ODS,Odesa International Airport,오데사 국제 공항,Odesa,오데사,우크라이나,Ukraine,0
ODY,Oudomsay Airport,우돔사이 공항,Muang Xay,무앙 싸이,라오스,Laos,0
OEC,Oecusse Airport,오에쿠세 공항,Oecussi,오에쿠시,동티모르,Timor-Leste,0
OEL,Oryol Yuzhny Airport,오룔 유즈니 공항,Oryol,오룔,러시아,Russia,0
OER,Ornskldsvik Airport,외른셸스비크 공항,Ornskoldsvik,오른스콜드스비크,스웨덴,Sweden,0
OFF,Offutt Air Force Base,오펏 공군기지,Omaha,오마하,미국,United States,0
OFI,Ouango Fitini Airport,우앙고 피티니 공항,Ouango Fitini,오앙고 피티니,코트디부아르,Cote d'Ivoire,0
OFU,Ofu Airport,오푸 공항,Ofu Island,오후섬,아메리칸 사모아,American Samoa,0
OGD,Ogden Hinckley Airport,오그덴 힝클리 공항,Ogden,오그덴,미국,United States,0
OGG,Kahului Airport,카훌루이 공항,Kahului,카훌루이,미국,United States,0
OGL,Ogle Airport,오글 공항,Georgetown,조지타운,가이아나,Guyana,0
OGM,Ustupu Ogobsucum Airport,우스투푸 오고브수쿰 공항,Ustupo,우스투포,파나마,Panama,0
OGN,Yonaguni Airport,요나구니 공항,Yonaguni,요나구니,일본,Japan,0
OGS,Ogdensburg International Airport,오그덴스버그 국제 공항,Ogdensburg,오그덴스버그,미국,United States,0
OGU,Ordu Giresun Airport,오르두 기레순 공항,Ordu/Giresun,오르두/기레순,터키,Turkey,0
OGX,Ain Beida Airport,아인 베이다 공항,Ouargla,우아르글라,알제리,Algeria,0
OGZ,Beslan Airport,베슬란 공항,Vladikavkaz,블라디캅카즈,러시아,Russia,0
OHD,"Ohrid ""St. Paul the Apostle"" Airport","오흐리드 ""성 바오로 사도"" 공항",Ohrid,오흐리드,마케도니아,North Macedonia,0
OHE,Mohe Gulian Airport,모헤 굴리안 공항,Mohe,모헤,중국,China,0
OHH,Okha Airport,오카 공항,Okha,오카,러시아,Russia,0
OHO,Okhotsk Airport,오호츠크 공항,Okhotsk,오호츠크,러시아,Russia,0
OHS,Sohar Airport,소하르 공항,Sohar,소하르,오만,Oman,0
OIM,Oshima Airport,오시마 공항,oshima,오시마,일본,Japan,0
OIR,Okushiri Airport,오쿠시리 공항,Okushiri,오쿠시리,일본,Japan,0
OIT,Oita Airport,오이타 공항,Oita,오이타,일본,Japan,0
OKA,Naha Airport,나하 공항,Okinawa,오키나와,일본,Japan,0
OKC,Will Rogers World Airport,윌 로저스 월드 공항,Oklahoma City,오클라호마 시티,미국,United States,0
OKD,Okadama Airport,오카다마 공항,Sapporo,삿포로,일본,Japan,0
OKE,Okinoerabu Airport,오키노에라부 공항,Okinoerabujima,오키노에라부지마,일본,Japan,0
OKI,Oki Airport,오키 공항,Oki Island,오키섬,일본,Japan,0
OKJ,Okayama Airport,오카야마 공항,Okayama,오카야마,일본,Japan,0
OKL,Gunung Bintang Airport,구눙 빈탕 공항,Oksibil,옥시빌,인도네시아,Indonesia,0
OKR,Yorke Island Airport,요크 아일랜드 공항,Yorke Island,요크섬,오스트레일리아,Australia,0
OLA,orland Airport,외를란트 공항,orland,올랜드,노르웨이,Norway,0
OLB,Olbia Costa Smeralda Airport,올비아 코스타 스메랄다 공항,Olbia,올비아,이탈리아,Italy,0
OLC,Senadora Eunice Michiles Airport,세나도라 유니스 미킬레스 공항,Sao Paulo de Olivenca,상파울루 데 올리벤카,브라질,Brazil,0
OLF,L. M. Clayton Airport,L. M. 클레이튼 공항,Wolf Point,울프 포인트,미국,United States,0
OLJ,Olpoi Airport,올포이 공항,Olpoi,올포이,바누아투,Vanuatu,0
OLK,Fuerte Olimpo Airport,푸에르테 올림포 공항,Fuerte Olimpo,푸에르테 올림포,파라과이,Paraguay,0
OLL,Oyo Ollombo Airport,오요 올롬보 공항,Oyo,오요,콩고,Republic of the Congo,0
OLP,Olympic Dam Airport,올림픽 댐 공항,Olympic Dam,올림픽댐,오스트레일리아,Australia,0
OLV,Olive Branch Airport,올리브 브랜치 공항,Olive Branch,올리브 가지,미국,United States,0
OLX,Olkiombo Airstrip,올키옴보 활주로,MaraIntrepid,마라인트레피드,케냐,Kenya,0
OLZ,Olyokminsk Airport,올료민스크 공항,Olyokminsk,올료민스크,러시아,Russia,0
OMA,Eppley Airfield,에플리 비행장,Omaha,오마하,미국,United States,0
OMC,Ormoc Airport,오르모크 공항,Ormoc,오르모크,필리핀,Philippines,0
OMD,Oranjemund Airport,오랑제문트 공항,Oranjemund,오렌지문트,나미비아,Namibia,0
OME,Nome Airport,놈 공항,Nome,놈,미국,United States,0
OMH,Urmia Airport,우르미아 공항,Urmia,우르미아,이란,Iran,0
OMM,Marmul Airport,마르물 공항,Marmul,마물,오만,Oman,0
OMO,Mostar Airport,모스타르 공항,Mostar,모스타르,보스니아 헤르체고비나,Bosnia and Herzegovina,0
OMR,Oradea International Airport,오라데아 국제 공항,Oradea,오라데아,루마니아,Romania,0
OMS,Omsk Tsentralny Airport,옴스크 첸트랄니 공항,Omsk,옴스크,러시아,Russia,0
ONB,Ononge Airport,오농게 공항,Ononge,오농게,파푸아뉴기니,Papua New Guinea,0
OND,Ondangwa Airport,온당와 공항,Ondangwa,온당와,나미비아,Namibia,0
ONG,Mornington Island Airport,모닝턴 아일랜드 공항,Mornington Island,모닝턴 섬,오스트레일리아,Australia,0
ONJ,Odate Noshiro Airport,오다테 노시로 공항,odate-Noshiro,오다테노시로,일본,Japan,0
ONK,Olenyok Airport,올레뇽 공항,Olenyok,올레뇨크,러시아,Russia,0
ONL,O'Neill Municipal Airport,오닐 뮤니시펄 공항,O'Neill,오닐,미국,United States,0
ONP,Newport Municipal Airport,뉴포트 공항,Newport,뉴포트,미국,United States,0
ONQ,Zonguldak Airport,존굴다크 공항,Zonguldak,종굴다크,터키,Turkey,0
ONS,Onslow Airport,온슬로 공항,Onslow,온슬로우,오스트레일리아,Australia,0
ONT,Ontario International Airport,온타리오 국제 공항,Ontario,온타리오,미국,United States,0
ONX,Enrique Adolfo Jimenez Airport,엔리케 아돌포 히메네스 공항,Colon,콜론,파나마,Panama,0
OOK,Toksook Bay Airport,톡숙베이 공항,Toksook Bay,덕숙만,미국,United States,0
OOL,Gold Coast Airport,골드코스트 공항,Gold Coast,골드코스트,오스트레일리아,Australia,0
OOM,Cooma Snowy Mountains Airport,쿠마 스노위 마운틴 공항,Cooma,쿠마,오스트레일리아,Australia,0
OOT,Onotoa Airport,오토아 공항,Onotoa,오노토아,키리바시,Kiribati,0
OPF,Miami Opa Locka Executive Airport,마이애미 오파 로카 이그제큐티브 공항,Miami,마이애미,미국,United States,0
OPO,Francisco de Sa Carneiro Airport,프란시스코 데 사 카르네이루 공항,Porto,포르투,포르투갈,Portugal,0
OPS,Presidente Joao Figueiredo Airport,프레지덴테 주앙 피게이레도 공항,Sinop,시놉,브라질,Brazil,0
OPU,Balimo Airport,발리모 공항,Balimo,발리모,파푸아뉴기니,Papua New Guinea,0
ORA,Oran Airport,오란 공항,Oran,오랑,아르헨티나,Argentina,0
ORB,Orebro Airport,외레브로 공항,Orebro,외레브로,스웨덴,Sweden,0
ORD,O'Hare International Airport,오헤어 국제공항,Chicago,시카고,미국,United States,0
ORF,Norfolk International Airport,노퍽 국제 공항,Norfolk,노퍽,미국,United States,0
ORG,Zorg en Hoop Airport,조르그 앙 후프 공항,Paramaribo,파라마리보,수리남,Suriname,0
ORH,Worcester Regional Airport,우스터 공항,Worcester,우스터,미국,United States,0
ORI,Port Lions Airport,포트 라이언스 공항,Port Lions,포트 라이온스,미국,United States,0
ORK,Cork Airport,코크 공항,Cork,코르크,아일랜드,Ireland,0
ORL,Orlando Executive Airport,올랜도 이그제큐티브 공항,Orlando,올랜도,미국,United States,0
ORN,Oran Es Senia Airport,오란 에스 세니아 공항,Oran,오랑,알제리,Algeria,0
ORT,Northway Airport,노스웨이 공항,Northway,노스웨이,미국,United States,0
ORU,Juan Mendoza Airport,후안 멘도사 공항,Oruro,오루로,볼리비아,Bolivia,0
ORV,Robert Curtis Memorial Airport,로버트 ,Noorvik,누르빅,미국,United States,0
ORY,Orly Airport,오를리 공항,Paris,파리,프랑스,France,0
ORZ,Orange Walk Airport,오렌지 워크 공항,OrangeWalk,오렌지워크,벨리즈,Belize,0
OSC,Oscoda Wurtsmith Airport,오스코다 워트스미스 공항,Oscoda,오스코다,미국,United States,0
OSD,are Ostersund Airport,아레 외스테르순드 공항,Ostersund,외스터순드,스웨덴,Sweden,0
OSF,Ostafyevo International Airport,오스타피예보 국제공항,Moscow-Podolsk,모스크바-포돌스크,러시아,Russia,0
OSH,Wittman Regional Airport,위트먼 공항,Oshkosh,오쉬코쉬,미국,United States,0
OSI,Osijek Airport,오시예크 공항,Osijek,오시예크,크로아티아,Croatia,0
OSK,Oskarshamn Airport,오스카르스함 공항,Oskarshamn,오스카샴,스웨덴,Sweden,0
OSL,Oslo Airport Gardermoen,오슬로 공항 가르데르모엔,Oslo,오슬로,노르웨이,Norway,0
OSM,Mosul International Airport,모술 국제공항,Mosul,모술,이라크,Iraq,0
OSO,Osborne Mine Airport,오스본 광산 공항,Osborne Mine,오스본 광산,오스트레일리아,Australia,0
OSR,Leos Janacek AirportOstrava,오스트라바 레오슈 야나첵 공항,Ostrava,오스트라바,체코,Czechia,0
OSS,Osh Airport,오쉬 공항,Osh,오쉬,키르기스스탄,Kyrgyzstan,0
OST,Ostend Bruges International Airport,오스스텐드 브뤼헤 국제공항,Ostend-Bruges,오스텐드-브뤼헤,벨기에,Belgium,0
OSU,Ohio State University Airport,오하이오 주립대학교 공항,Columbus,콜럼버스,미국,United States,0
OSW,Orsk Airport,오르스크 공항,Orsk,오르스크,러시아,Russia,0
OSY,Namsos Airport Hoknesora,남소스 공항,Namsos,남소스,노르웨이,Norway,0
OTD,Contadora Airport,콘타도라 공항,Contadora Island,콘타도라 섬,파나마,Panama,0
OTH,Southwest Oregon Regional Airport,사우스웨스트 오리건 공항,North Bend,노스벤드,미국,United States,0
OTI,Pitu Airport,피투 공항,Morotai Island,모로타이섬,인도네시아,Indonesia,0
OTP,Henri Coanda International Airport,앙리 코안더 국제공항,Bucharest,부카레스트,루마니아,Romania,0
OTR,Coto 47 Airport,코토 47 공항,Coto 47,코토 47,코스타리카,Costa Rica,0
OTT,Andre Maggi Airport,안드레 마기 공항,Cotriguacu,코트리과수,브라질,Brazil,0
OTZ,Ralph Wien Memorial Airport,랄프 빈 메모리얼 공항,Kotzebue,코체부에,미국,United States,0
OUA,Ouagadougou Airport,와가두구 공항,Ouagadougou,와가두구,부르키나 파소,Burkina Faso,0
OUD,Angads Airport,앙가드 공항,Oujda,우즈다,모로코,Morocco,0
OUK,Out Skerries Airport,아웃스케리스 공항,Out Skerries,아웃 스케리,영국,United Kingdom,0
OUL,Oulu Airport,오울루 공항,Oulu,오울루,핀란드,Finland,0
OUZ,Tazadit Airport,타자디트 공항,Zouerate,주에레이트,모리타니아,Mauritania,0
OVB,Tolmachevo Airport,톨마체보 공항,Novosibirsk,노보시비르스크,러시아,Russia,0
OVD,Asturias Airport,아스투리아스 공항,Oviedo,오비에도,스페인,Spain,0
OVS,Sovetsky Airport,소베츠키 공항,Sovetsky,소베츠키,러시아,Russia,0
OWB,Owensboro Daviess County Airport,오웬스보로 데이비스 카운티 공항,Owensboro,오언즈버러,미국,United States,0
OWD,Norwood Memorial Airport,노우드 메모리얼 공항,Norwood,노우드,미국,United States,0
OXB,Osvaldo Vieira International Airport,오스발도 비에이라 국제 공항,Bissau,비사우,기니비사우,Guinea-Bissau,0
OXF,Oxford Airport,옥스퍼드 공항,Oxford,옥스퍼드,영국,United Kingdom,0
OYA,Goya Airport,고야공항,Goya,고야,아르헨티나,Argentina,0
OYE,Oyem Airport,오옘 공항,Oyem,오엠,가봉,Gabon,0
OYG,Moyo Airport,모요 공항,Moyo Town,모요 타운,우간다,Uganda,0
OZC,Labo Airport,라보 공항,Ozamiz,오사미스,필리핀,Philippines,0
OZG,Zagora Airport,자고라 공항,Zagora,자고라,모로코,Morocco,0
OZH,Zaporizhzhia International Airport,자포리자 국제공항,Zaporizhzhia,자포리자,우크라이나,Ukraine,0
OZZ,Ouarzazate Airport,와르자자테 공항,Ouarzazate,와르자자트,모로코,Morocco,0
PAB,Bilaspur Airport,빌라스푸르 공항,Bilaspur,비라스푸르,인도,India,0
PAC,Albrook International Airport,알브룩 국제공항,Panama City,파나마시티,파나마,Panama,0
PAD,Paderborn Lippstadt Airport,파더본 립슈타트 공항,Paderborn,파더보른,독일,Germany,0
PAE,Paine FieldAirport,페인 필드 공항,Everett,에버렛,미국,United States,0
PAF,Pakuba Airfield,파쿠바 비행장,Pakuba,파쿠바,우간다,Uganda,0
PAG,Pagadian Airport,파가디안 공항,Pagadian,파가디안,필리핀,Philippines,0
PAH,Barkley Regional Airport,바클리 공항,Paducah,파두카,미국,United States,0
PAM,Tyndall Air Force Base,틴달 공군기지,Panama City,파나마시티,미국,United States,0
PAO,Palo Alto Airport,팔로 알토 공항,Palo Alto,팔로알토,미국,United States,0
PAP,Toussaint L'Ouverture International Airport,투생 루베르튀르 국제공항,Port-au-Prince,포르토프랭스,아이티,Haiti,0
PAS,Paros National Airport,파로스 내셔널 공항,Paros,파로스,그리스,Greece,0
PAT,Lok Nayak Jayaprakash Airport,록 나약 자야프라카시 공항,Patna,파트나,인도,India,0
PAV,Paulo Afonso Airport,파울루 아폰소 공항,Paulo Afonso,파울로 아폰소,브라질,Brazil,0
PAX,Port de Paix Airport,포르드페 공항,Port-de-Paix,포르드페,아이티,Haiti,0
PAZ,El TajIn National Airport,엘 타진 내셔널 공항,Poza Rica,포자 리카,멕시코,Mexico,0
PBC,Hermanos Serdan International Airport,에르마노스 세르단 국제공항,Puebla,푸에블라,멕시코,Mexico,0
PBD,Porbandar Airport,포르반다르 공항,Porbandar,포르반다르,인도,India,0
PBG,Plattsburgh International Airport,플래츠버그 국제 공항,Plattsburgh,플래츠버그,미국,United States,0
PBH,Paro International Airport,파로 국제 공항,Paro,파로,부탄,Bhutan,0
PBI,Palm Beach International Airport,팜 비치 국제 공항,West Palm Beach,웨스트팜비치,미국,United States,0
PBJ,Paama Airport,파마 공항,Paama,파마,바누아투,Vanuatu,0
PBL,Bartolome Salom Airport,바르톨로메 살롬 공항,Puerto Cabello,푸에르토 카베요,베네수엘라,Venezuela,0
PBM,Johan Adolf Pengel International Airport,요한 아돌프 펭겔 국제 공항,Paramaribo,파라마리보,수리남,Suriname,0
PBO,Paraburdoo Airport,파라버두 공항,Paraburdoo,파라버두,오스트레일리아,Australia,0
PBP,Punta Islita Airport,푼타 이슬리타 공항,Islita,이슬리타,코스타리카,Costa Rica,0
PBR,Puerto Barrios Airport,푸에르토 바리오스 공항,Puerto Barrios,푸에르토바리오스,과테말라,Guatemala,0
PBU,Putao Airport,푸타오 공항,Putao,푸타오,미얀마,Myanmar,0
PBZ,Plettenberg Bay Airport,플레텐버그 베이 공항,Plettenberg Bay,플레텐버그 베이,남아프리카,South Africa,0
PCB,Pondok Cabe Airport,폰독 카베 공항,South Tangerang,사우스 탕그랑,인도네시아,Indonesia,0
PCL,FAP Captain David Abensur Rengifo International Airport,카피탄 롤덴 공항,Pucallpa,푸칼파,페루,PerU,0
PCN,Picton Aerodrome,픽턴 비행장,Picton,픽턴,뉴질랜드,New Zealand,0
PCP,PrIncipe Airport,프린시페 공항,PrIncipe Island,프린시페 섬,상투메프린시페,Sao Tome and Principe,0
PCQ,Boun Neua Airport,분네우아 공항,Phongsaly,퐁살리,라오스,Laos,0
PCR,German Olano Airport,게르만 올라노 공항,Puerto Carreno,푸에르토 카레노,콜롬비아,Colombia,0
PDA,Obando Airport,오반도 공항,Puerto InIrida,푸에르토 인이리다,콜롬비아,Colombia,0
PDB,Pedro Bay Airport,페드로 베이 공항,Pedro Bay,페드로 베이,미국,United States,0
PDG,Minangkabau International Airport,미낭카바우 국제공항,Padang,파당,인도네시아,Indonesia,0
PDK,DeKalb Peachtree Airport,드칼브 피치트리 공항,Atlanta,애틀랜타,미국,United States,0
PDL,Joao Paulo II Airport,주앙 파울루 2세 공항,Ponta Delgada,폰타 델가다,포르투갈,Portugal,0
PDM,PedasI Airport,페다시 공항,PedasI,페다I,파나마,Panama,0
PDP,Capitan de Corbeta Carlos A. Curbelo International Airport,카피탄 데 코르베타 카를로스 A. 쿠르벨로 국제공항,Punta del Este,푼타 델 에스테,우루과이,Uruguay,0
PDS,Piedras Negras International Airport,피에드라스 네그라스 국제공항,Piedras Negras,피에드라스 네그라스,멕시코,Mexico,0
PDT,Eastern Oregon Regional Airport,이스턴 오리건 공항,Pendleton,펜들턴,미국,United States,0
PDV,Plovdiv Airport,플로브디프 공항,Plovdiv,플로브디프,불가리아,Bulgaria,0
PDX,Portland International Airport,포틀랜드 국제 공항,Portland,포틀랜드,미국,United States,0
PEC,Pelican Seaplane Base,펠리컨 수상비행기 기지,Pelican,펠리컨,미국,United States,0
PED,Pardubice Airport,파르두비체 공항,Pardubice,파르두비체,체코,Czechia,0
PEE,Perm International Airport,페름 국제공항,Perm,파마,러시아,Russia,0
PEG,Umbria International Airport,움브리아 국제공항,Perugia,페루자,이탈리아,Italy,0
PEI,Matecana International Airport,마테카냐 국제공항,Pereira,페레이라,콜롬비아,Colombia,0
PEK,Beijing Capital International Airport,베이징 서우두 국제공항,Beijing,베이징,중국,China,0
PEM,Padre Aldamiz International Airport,파드레 알다미즈 국제공항,Puerto Maldonado,푸에르토 말도나도,페루,PerU,0
PEN,Penang International Airport,페낭 국제 공항,Penang,페낭,말레이시아,Malaysia,0
PER,Perth Airport,퍼스 공항,Perth,퍼스,오스트레일리아,Australia,0
PES,Petrozavodsk Airport,페트로자보츠크 공항,Petrozavodsk,페트로자보츠크,러시아,Russia,0
PET,Joao Simoes Lopes Neto International Airport,주앙 시몽에스 로페스 네투 국제공항,Pelotas,펠로타스,브라질,Brazil,0
PEU,Puerto Lempira Airport,푸에르토 렘피라 공항,Puerto Lempira,푸에르토 렘피라,온두라스,Honduras,0
PEW,Bacha Khan International Airport,바차 칸 국제 공항,Peshawar,페샤와르,파키스탄,Pakistan,0
PEX,Pechora Airport,페초라 공항,Pechora,페초라,러시아,Russia,0
PEZ,Penza Airport,펜자 공항,Penza,펜자,러시아,Russia,0
PFB,Lauro Kurtz Airport,라우로 쿠르츠 공항,Passo Fundo,파소 푼도,브라질,Brazil,0
PFO,Paphos International Airport,파 포스 국제 공항,Paphos,파포스,키프러스,Cyprus,0
PFQ,Parsabad Moghan Airport,파르사바드 모간 공항,Parsabad,파사바드,이란,Iran,0
